ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1456244_x_at	1	2.13e-01	-1.42	-5.891019	-1.20e-01	Gm12669///Glrx3	glutaredoxin 3 pseudogene///glutaredoxin 3
1458208_s_at	1	2.13e-01	1.42	-5.891298	2.46e-01	Mccc1	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)
1455507_s_at	1	2.13e-01	1.42	-5.891452	2.28e-01	Atxn1l	ataxin 1-like
1419150_at	1	2.13e-01	1.42	-5.891479	1.41	Myf6	myogenic factor 6
1446780_at	1	2.13e-01	-1.42	-5.891544	-1.10		
1421907_at	1	2.13e-01	1.42	-5.8918	1.61e-01	Med1	mediator complex subunit 1
1460320_at	1	2.13e-01	-1.42	-5.891801	-1.31e-01	Becn1	beclin 1, autophagy related
1450865_s_at	1	2.13e-01	-1.42	-5.891992	-1.41e-01	Mrps24	mitochondrial ribosomal protein S24
1426435_at	1	2.13e-01	-1.42	-5.891999	-1.90e-01	Tmem135	transmembrane protein 135
1441647_at	1	2.13e-01	-1.42	-5.892055	-7.86e-01	Gm16364	predicted gene 16364
1432467_at	1	2.13e-01	-1.42	-5.892112	-4.43e-01	Lrch3	leucine-rich repeats and calponin homology (CH) domain containing 3
1440320_at	1	2.13e-01	1.42	-5.892184	1.91e-01		
1427421_at	1	2.13e-01	-1.42	-5.892297	-1.45	Tcp10c///Tcp10b///Tcp10a	t-complex protein 10c///t-complex protein 10b///t-complex protein 10a
1435120_at	1	2.13e-01	-1.42	-5.892379	-8.08e-01	Cdh11	cadherin 11
1449994_at	1	2.13e-01	-1.42	-5.892387	-3.42e-01	Epgn	epithelial mitogen
1442127_at	1	2.13e-01	-1.42	-5.892442	-3.77e-01		
1452589_at	1	2.13e-01	-1.42	-5.892524	-1.40	Ptk7	PTK7 protein tyrosine kinase 7
1456294_at	1	2.13e-01	-1.42	-5.89262	-1.43e-01	Rnft1	ring finger protein, transmembrane 1
1453400_at	1	2.13e-01	1.42	-5.892748	4.64e-01	Dydc2	DPY30 domain containing 2
1426969_at	1	2.13e-01	-1.42	-5.89284	-1.36e-01	Trim23	tripartite motif-containing 23
1451521_x_at	1	2.13e-01	-1.42	-5.892858	-1.29e-01	Eif4h	eukaryotic translation initiation factor 4H
1452776_a_at	1	2.13e-01	-1.42	-5.892916	-1.42e-01	Nub1	negative regulator of ubiquitin-like proteins 1
1433686_at	1	2.13e-01	-1.42	-5.892937	-1.24e-01	Cabin1	calcineurin binding protein 1
1447925_at	1	2.13e-01	-1.42	-5.893022	-4.19e-01	D630033A02Rik	RIKEN cDNA D630033A02 gene
1459896_at	1	2.14e-01	-1.42	-5.893109	-2.48e-01	Pogk	pogo transposable element with KRAB domain
1421983_s_at	1	2.14e-01	1.42	-5.893186	1.28	Hnf4a	hepatic nuclear factor 4, alpha
1451874_at	1	2.14e-01	1.42	-5.893512	1.92		
1429597_at	1	2.14e-01	-1.42	-5.89355	-5.39e-01	Dppa4	developmental pluripotency associated 4
1443642_at	1	2.14e-01	1.42	-5.893664	1.28	Taok2	TAO kinase 2
1429921_at	1	2.14e-01	1.42	-5.893755	4.13e-01	9530068E07Rik	RIKEN cDNA 9530068E07 gene
1458832_at	1	2.14e-01	-1.42	-5.89385	-5.01e-01		
1437239_x_at	1	2.14e-01	-1.42	-5.893908	-2.12e-01	Phc2	polyhomeotic-like 2 (Drosophila)
1442192_at	1	2.14e-01	-1.42	-5.893948	-1.43e-01	Tyms	thymidylate synthase
1442441_at	1	2.14e-01	1.42	-5.893961	2.59e-01	Rnasek	ribonuclease, RNase K
1425902_a_at	1	2.14e-01	-1.42	-5.894068	-1.76e-01	Nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100
1420411_a_at	1	2.14e-01	1.42	-5.894102	2.08e-01	Pi4k2b	phosphatidylinositol 4-kinase type 2 beta
1444849_at	1	2.14e-01	-1.42	-5.894569	-1.22e-01	C76872	expressed sequence C76872
1440618_at	1	2.14e-01	-1.42	-5.894678	-1.86	Rhbdl2	rhomboid, veinlet-like 2 (Drosophila)
1443406_at	1	2.14e-01	-1.42	-5.894706	-2.13e-01	Plscr4	phospholipid scramblase 4
1457122_at	1	2.14e-01	-1.42	-5.894922	-1.79e-01		
1445221_at	1	2.14e-01	-1.42	-5.894924	-1.06		
1444133_at	1	2.14e-01	-1.42	-5.894928	-1.60		
1424167_a_at	1	2.14e-01	1.42	-5.89503	1.73e-01	Pmm1	phosphomannomutase 1
1418042_a_at	1	2.14e-01	-1.42	-5.895058	-1.93e-01	Abcc5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5
1419077_at	1	2.14e-01	-1.42	-5.895067	-5.07e-01	Mpp3	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)
1432555_at	1	2.14e-01	1.42	-5.895089	3.62e-01	Whrn	whirlin
1447474_at	1	2.14e-01	-1.42	-5.895103	-1.23	Ramp1	receptor (calcitonin) activity modifying protein 1
1420981_a_at	1	2.14e-01	-1.42	-5.895135	-1.79e-01	Lmo4	LIM domain only 4
1454040_at	1	2.14e-01	-1.42	-5.895137	-3.22e-01	4930412C18Rik	RIKEN cDNA 4930412C18 gene
1442009_at	1	2.14e-01	1.42	-5.895148	2.30e-01	Ago3	argonaute RISC catalytic subunit 3
1447036_at	1	2.14e-01	1.42	-5.895198	1.52	Chl1	cell adhesion molecule L1-like
1434498_at	1	2.14e-01	-1.42	-5.89521	-1.17	Gm1673	predicted gene 1673
1417452_a_at	1	2.14e-01	-1.42	-5.895297	-1.23e-01	Fau	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)
1439094_at	1	2.14e-01	1.42	-5.895349	3.13e-01	Cltc	clathrin, heavy polypeptide (Hc)
1449235_at	1	2.14e-01	1.42	-5.895357	1.62	Fasl	Fas ligand (TNF superfamily, member 6)
1425309_at	1	2.14e-01	1.42	-5.895422	2.15e-01	Catsper2	cation channel, sperm associated 2
1422286_a_at	1	2.14e-01	1.42	-5.895469	1.93e-01	Tgif1	TGFB-induced factor homeobox 1
1434262_at	1	2.14e-01	-1.42	-5.895658	-2.99e-01		
1444453_at	1	2.14e-01	1.42	-5.895663	5.11e-01	Trp53rkb	transformation related protein 53 regulating kinase B
1416112_at	1	2.14e-01	-1.42	-5.8957	-1.69e-01	Cox8a	cytochrome c oxidase subunit VIIIa
1424510_at	1	2.14e-01	-1.42	-5.895748	-2.03e-01	Nudt6	nudix (nucleoside diphosphate linked moiety X)-type motif 6
1444544_at	1	2.14e-01	1.42	-5.895817	1.93e-01		
1435327_at	1	2.14e-01	-1.42	-5.895865	-1.30e-01	Lpgat1	lysophosphatidylglycerol acyltransferase 1
1430967_at	1	2.14e-01	-1.42	-5.896027	-3.50e-01	3110080O07Rik	RIKEN cDNA 3110080O07 gene
1437875_at	1	2.14e-01	-1.42	-5.896208	-1.23e-01	Bicd2	bicaudal D homolog 2 (Drosophila)
1457440_at	1	2.14e-01	-1.42	-5.896692	-1.14	Sstr4	somatostatin receptor 4
1432842_s_at	1	2.14e-01	-1.42	-5.896751	-1.24e-01	Ywhaq	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
1446805_at	1	2.14e-01	-1.42	-5.896925	-1.83		
1431231_at	1	2.14e-01	1.42	-5.897044	6.54e-01	Hist1h3f	histone cluster 1, H3f
1439363_at	1	2.14e-01	1.42	-5.897229	1.90e-01	Ncbp3	nuclear cap binding subunit 3
1427494_at	1	2.14e-01	-1.42	-5.89723	-7.34e-01	Hoxb7	homeobox B7
1425977_a_at	1	2.15e-01	1.41	-5.897464	1.74e-01	Slk	STE20-like kinase
1425898_x_at	1	2.15e-01	-1.41	-5.897544	-2.25	Olfm3	olfactomedin 3
1435350_at	1	2.15e-01	1.41	-5.897549	1.65e-01	Traf6	TNF receptor-associated factor 6
1445154_at	1	2.15e-01	-1.41	-5.897757	-2.32e-01		
1435224_at	1	2.15e-01	1.41	-5.897905	1.20e-01	Crebbp	CREB binding protein
1434978_at	1	2.15e-01	-1.41	-5.898079	-2.54e-01	Fam210a	family with sequence similarity 210, member A
1425044_at	1	2.15e-01	-1.41	-5.898081	-3.96e-01	Kcnj6	potassium inwardly-rectifying channel, subfamily J, member 6
1457735_at	1	2.15e-01	1.41	-5.898384	7.88e-01		
1426045_at	1	2.15e-01	-1.41	-5.898421	-7.19e-01	Kng1	kininogen 1
1443105_at	1	2.15e-01	1.41	-5.898488	3.06e-01	Zfp398	zinc finger protein 398
1426781_at	1	2.15e-01	-1.41	-5.898597	-2.14e-01	Tyw1	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)
1452078_a_at	1	2.15e-01	1.41	-5.898629	2.45e-01	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2
1451636_at	1	2.15e-01	-1.41	-5.898821	-7.86e-01	Ankrd33	ankyrin repeat domain 33
1459833_x_at	1	2.15e-01	-1.41	-5.898822	-1.12	Cib2	calcium and integrin binding family member 2
1454329_at	1	2.15e-01	-1.41	-5.898906	-1.40	4933415J04Rik	RIKEN cDNA 4933415J04 gene
1432804_at	1	2.15e-01	-1.41	-5.899217	-1.67	A230101C19Rik	RIKEN cDNA A230101C19 gene
1448235_s_at	1	2.15e-01	1.41	-5.899403	1.39e-01	Gm21596///Hmgb1-ps10///4932431P20Rik///Hmgb1	predicted gene, 21596///high mobility group box1, pseudogene 10///RIKEN cDNA 4932431P20 gene///high mobility group box 1
1445905_at	1	2.15e-01	1.41	-5.899403	4.27e-01	C79206	expressed sequence C79206
1454688_x_at	1	2.15e-01	1.41	-5.899471	1.26e-01	Gm4024///Tmed10	predicted pseudogene 4024///transmembrane emp24-like trafficking protein 10 (yeast)
1458072_at	1	2.15e-01	-1.41	-5.899522	-2.08e-01		
1439949_at	1	2.15e-01	1.41	-5.899641	1.22e-01	Gsk3b	glycogen synthase kinase 3 beta
1435137_s_at	1	2.15e-01	1.41	-5.899693	1.32e-01	A130040M12Rik///1200015M12Rik	RIKEN cDNA A130040M12 gene///RIKEN cDNA 1200015M12 gene
1436380_at	1	2.15e-01	1.41	-5.899893	4.69e-01	Cdc42bpa	CDC42 binding protein kinase alpha
1421020_at	1	2.15e-01	1.41	-5.899948	6.35e-01	Ranbp17	RAN binding protein 17
1445228_at	1	2.15e-01	-1.41	-5.899988	-2.40e-01	Spred1	sprouty protein with EVH-1 domain 1, related sequence
1444755_at	1	2.15e-01	1.41	-5.900053	6.09e-01	Mad1l1	MAD1 mitotic arrest deficient 1-like 1
1450910_at	1	2.15e-01	-1.41	-5.900439	-3.23e-01	Cap2	CAP, adenylate cyclase-associated protein, 2 (yeast)
1430670_at	1	2.15e-01	1.41	-5.900512	7.47e-01	Ccdc91	coiled-coil domain containing 91
1436695_x_at	1	2.15e-01	-1.41	-5.900694	-1.55e-01	Elmod3	ELMO/CED-12 domain containing 3
1431968_at	1	2.15e-01	-1.41	-5.900751	-6.96e-01	Spata16	spermatogenesis associated 16
1428133_at	1	2.15e-01	1.41	-5.900913	1.88e-01	Snip1	Smad nuclear interacting protein 1
1456416_at	1	2.15e-01	1.41	-5.900938	3.43e-01	Cbfa2t2	core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human)
1434058_at	1	2.15e-01	1.41	-5.901068	1.53e-01	Mtmr12	myotubularin related protein 12
1427784_at	1	2.15e-01	1.41	-5.901142	1.40	Defb13	defensin beta 13
1460542_s_at	1	2.15e-01	1.41	-5.901237	1.36e-01	Mdm4	transformed mouse 3T3 cell double minute 4
1434018_at	1	2.15e-01	-1.41	-5.901258	-1.36e-01	Fam168b	family with sequence similarity 168, member B
1421189_at	1	2.15e-01	1.41	-5.901425	1.26	Gabrb3	gamma-aminobutyric acid (GABA) A receptor, subunit beta 3
1450104_at	1	2.15e-01	-1.41	-5.901607	-2.22e-01	Adam10	a disintegrin and metallopeptidase domain 10
1424914_at	1	2.15e-01	-1.41	-5.901609	-1.26e-01	Cipc	CLOCK interacting protein, circadian
1444557_at	1	2.15e-01	1.41	-5.901612	2.15e-01	Sumo1	small ubiquitin-like modifier 1
1437582_at	1	2.16e-01	1.41	-5.901768	1.03	Acss1	acyl-CoA synthetase short-chain family member 1
1458210_at	1	2.16e-01	1.41	-5.901846	1.04	Themis3	thymocyte selection associated family member 3
1460490_at	1	2.16e-01	1.41	-5.902083	4.54e-01	Mrpl15	mitochondrial ribosomal protein L15
1444127_at	1	2.16e-01	1.41	-5.902123	2.89e-01	Asb1	ankyrin repeat and SOCS box-containing 1
1423819_s_at	1	2.16e-01	-1.41	-5.902124	-1.40e-01	Arl6ip1	ADP-ribosylation factor-like 6 interacting protein 1
1419663_at	1	2.16e-01	1.41	-5.902386	1.20	Ogn	osteoglycin
1426460_a_at	1	2.16e-01	-1.41	-5.90248	-2.55e-01	Ugp2	UDP-glucose pyrophosphorylase 2
1449466_at	1	2.16e-01	-1.41	-5.902534	-1.34	Clec3b	C-type lectin domain family 3, member b
1418136_at	1	2.16e-01	-1.41	-5.902547	-4.16e-01	Tgfb1i1	transforming growth factor beta 1 induced transcript 1
1439540_at	1	2.16e-01	1.41	-5.902839	2.11e-01	March2	membrane-associated ring finger (C3HC4) 2
1416348_at	1	2.16e-01	-1.41	-5.90286	-1.47e-01	Men1	multiple endocrine neoplasia 1
1455633_at	1	2.16e-01	-1.41	-5.902948	-1.81e-01	Zfp647	zinc finger protein 647
1449632_s_at	1	2.16e-01	1.41	-5.90297	6.35e-01	Fkbp10	FK506 binding protein 10
1447656_at	1	2.16e-01	-1.41	-5.903122	-1.35	Zdhhc17	zinc finger, DHHC domain containing 17
1430815_at	1	2.16e-01	1.41	-5.903406	4.69e-01	Cep128	centrosomal protein 128
1426382_at	1	2.16e-01	-1.41	-5.903605	-1.78e-01	Ppm1b	protein phosphatase 1B, magnesium dependent, beta isoform
1441251_a_at	1	2.16e-01	1.41	-5.903611	2.07e-01	2010001A14Rik	RIKEN cDNA 2010001A14 gene
1458999_at	1	2.16e-01	-1.41	-5.903688	-1.19	Mrps10	mitochondrial ribosomal protein S10
1422095_a_at	1	2.16e-01	1.41	-5.903793	1.53	Cmpk2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial
1431224_at	1	2.16e-01	-1.41	-5.903808	-4.36e-01	Ube3a	ubiquitin protein ligase E3A
1449663_at	1	2.16e-01	-1.41	-5.904007	-1.55e-01	Ap1g1	adaptor protein complex AP-1, gamma 1 subunit
1431579_at	1	2.16e-01	1.41	-5.90413	4.62e-01	4933421D24Rik	RIKEN cDNA 4933421D24 gene
1430225_at	1	2.16e-01	1.41	-5.904169	9.92e-01	Exo1	exonuclease 1
1452025_a_at	1	2.16e-01	1.41	-5.904375	5.01e-01	Zfp2	zinc finger protein 2
1449581_at	1	2.16e-01	1.41	-5.904459	1.65	Emid1	EMI domain containing 1
1432091_a_at	1	2.16e-01	-1.41	-5.904503	-9.68e-01	Sgsm3	small G protein signaling modulator 3
1451233_at	1	2.16e-01	-1.41	-5.904986	-1.51e-01	Traf2	TNF receptor-associated factor 2
1439780_at	1	2.16e-01	1.41	-5.905024	1.97e-01	Rpl7l1	ribosomal protein L7-like 1
1437815_at	1	2.16e-01	1.41	-5.905087	2.07	Ttll13	tubulin tyrosine ligase-like family, member 13
1427125_s_at	1	2.16e-01	-1.41	-5.905158	-1.63e-01	Lrrc41	leucine rich repeat containing 41
1445075_at	1	2.16e-01	-1.41	-5.905203	-5.78e-01		
1427818_at	1	2.16e-01	1.41	-5.90534	2.92e-01		
1446737_a_at	1	2.16e-01	1.41	-5.905384	1.92e-01	Hook3	hook microtubule tethering protein 3
1432838_at	1	2.16e-01	1.41	-5.905779	1.22	6430598H11Rik	RIKEN cDNA 6430598H11 gene
1423432_at	1	2.16e-01	1.41	-5.90579	1.65e-01	Phip	pleckstrin homology domain interacting protein
1425035_s_at	1	2.16e-01	1.41	-5.905975	8.35e-01	Dnmt3l	DNA (cytosine-5-)-methyltransferase 3-like
1437977_at	1	2.17e-01	-1.41	-5.906089	-2.13e-01		
1434251_at	1	2.17e-01	1.41	-5.906159	1.40e-01	Gm6158///Cnot1	predicted gene 6158///CCR4-NOT transcription complex, subunit 1
1451117_a_at	1	2.17e-01	1.41	-5.906174	1.34e-01	Tom1l1	target of myb1-like 1 (chicken)
1418977_at	1	2.17e-01	-1.41	-5.906195	-2.43e-01	Sap30bp	SAP30 binding protein
1416546_a_at	1	2.17e-01	-1.41	-5.906235	-1.19e-01	Rpl6	ribosomal protein L6
1453708_a_at	1	2.17e-01	1.41	-5.906297	1.80e-01	Gsto2	glutathione S-transferase omega 2
1419549_at	1	2.17e-01	1.41	-5.906323	1.12	Arg1	arginase, liver
1433777_at	1	2.17e-01	1.41	-5.906381	1.49e-01	L3mbtl2	l(3)mbt-like 2 (Drosophila)
1420864_at	1	2.17e-01	-1.41	-5.906431	-2.28e-01	Zbtb14	zinc finger and BTB domain containing 14
1437902_s_at	1	2.17e-01	-1.41	-5.906787	-6.95e-01	Rarres2	retinoic acid receptor responder (tazarotene induced) 2
1453435_a_at	1	2.17e-01	-1.41	-5.906874	-4.18e-01	Fmo2	flavin containing monooxygenase 2
1426395_s_at	1	2.17e-01	1.41	-5.906881	1.81e-01	Eif3j2///Eif3j1	eukaryotic translation initiation factor 3, subunit J2///eukaryotic translation initiation factor 3, subunit J1
1440764_at	1	2.17e-01	1.41	-5.906885	1.90e-01	Araf	Araf proto-oncogene, serine/threonine kinase
1420180_at	1	2.17e-01	-1.41	-5.906897	-6.15e-01	AA589418	expressed sequence AA589418
1428581_at	1	2.17e-01	-1.41	-5.906962	-3.18e-01	Fam178b	family with sequence similarity 178, member B
1428073_a_at	1	2.17e-01	-1.41	-5.907061	-1.36e-01	Nup88	nucleoporin 88
1418349_at	1	2.17e-01	1.41	-5.90708	1.55e-01	Hbegf	heparin-binding EGF-like growth factor
1419642_at	1	2.17e-01	1.41	-5.907089	1.50e-01	Purb	purine rich element binding protein B
1424871_s_at	1	2.17e-01	-1.41	-5.907225	-4.25e-01	Ubald1	UBA-like domain containing 1
1426699_at	1	2.17e-01	-1.41	-5.907372	-1.68e-01	AU040320	expressed sequence AU040320
1422833_at	1	2.17e-01	-1.41	-5.907478	-1.41	Foxa2	forkhead box A2
1441853_at	1	2.17e-01	-1.41	-5.907502	-9.45e-01		
1460026_s_at	1	2.17e-01	1.41	-5.907604	1.60e-01	Zfyve27	zinc finger, FYVE domain containing 27
1433447_x_at	1	2.17e-01	-1.41	-5.907676	-1.45e-01	Cct4	chaperonin containing Tcp1, subunit 4 (delta)
1456185_at	1	2.17e-01	-1.41	-5.907685	-2.46e-01	Nlrp9a	NLR family, pyrin domain containing 9A
1441637_at	1	2.17e-01	1.41	-5.907691	3.74e-01		
1426295_at	1	2.17e-01	-1.41	-5.907957	-1.60	Hapln1	hyaluronan and proteoglycan link protein 1
1456868_at	1	2.17e-01	-1.41	-5.90797	-3.46e-01		
1441100_at	1	2.17e-01	-1.41	-5.907973	-2.62e-01	Mbtd1	mbt domain containing 1
1433505_a_at	1	2.17e-01	1.41	-5.908106	1.46e-01	Lrrc8d	leucine rich repeat containing 8D
1432177_a_at	1	2.17e-01	1.41	-5.908268	1.59e-01	Mnat1	menage a trois 1
1441905_x_at	1	2.17e-01	-1.41	-5.908494	-4.13e-01	Snurf///Snrpn	SNRPN upstream reading frame///small nuclear ribonucleoprotein N
1440155_at	1	2.17e-01	1.41	-5.908586	8.04e-01	Fstl4	follistatin-like 4
1421848_at	1	2.17e-01	-1.41	-5.908841	-2.74e-01	Slc22a5	solute carrier family 22 (organic cation transporter), member 5
1439963_x_at	1	2.17e-01	1.41	-5.908928	1.20	Saxo2	stablizer of axonemal microtubules 2
1426982_at	1	2.17e-01	1.41	-5.908932	2.26e-01	Flywch1	FLYWCH-type zinc finger 1
1453490_at	1	2.17e-01	1.41	-5.90936	5.89e-01	Sass6	SAS-6 centriolar assembly protein
1442488_at	1	2.17e-01	1.40	-5.909444	1.49		
1441831_x_at	1	2.17e-01	1.40	-5.909446	5.00e-01	Clcn5	chloride channel, voltage-sensitive 5
1429618_at	1	2.17e-01	1.40	-5.909481	1.32e-01	Cyld	CYLD lysine 63 deubiquitinase
1450892_a_at	1	2.17e-01	-1.40	-5.909531	-1.45e-01	Usp4	ubiquitin specific peptidase 4 (proto-oncogene)
1429485_a_at	1	2.17e-01	-1.40	-5.90955	-1.62e-01	Utp11l	UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast)
1423556_at	1	2.17e-01	-1.40	-5.909686	-4.03e-01	Akr1b7	aldo-keto reductase family 1, member B7
1426389_at	1	2.17e-01	1.40	-5.909834	2.09e-01	Camk1d	calcium/calmodulin-dependent protein kinase ID
1434391_at	1	2.17e-01	-1.40	-5.909839	-2.11e-01	AI503316///Hnrnpu	expressed sequence AI503316///heterogeneous nuclear ribonucleoprotein U
1436862_at	1	2.17e-01	-1.40	-5.909889	-1.46e-01	Doc2a	double C2, alpha
1454954_at	1	2.17e-01	1.40	-5.909967	3.11e-01	Wdr61	WD repeat domain 61
1430156_at	1	2.17e-01	1.40	-5.910084	2.86e-01	4930520O04Rik	RIKEN cDNA 4930520O04 gene
1433158_at	1	2.17e-01	-1.40	-5.910281	-5.87e-01	Kif13b	kinesin family member 13B
1422551_at	1	2.18e-01	-1.40	-5.910352	-2.12e-01	Zkscan3	zinc finger with KRAB and SCAN domains 3
1429266_at	1	2.18e-01	1.40	-5.910418	1.17	Lhfpl5	lipoma HMGIC fusion partner-like 5
1421593_at	1	2.18e-01	1.40	-5.910421	5.36e-01	Ncam2	neural cell adhesion molecule 2
1431291_at	1	2.18e-01	-1.40	-5.910593	-1.13	Cdc16	CDC16 cell division cycle 16
1433393_at	1	2.18e-01	-1.40	-5.910667	-3.94e-01	3300002I10Rik	RIKEN cDNA 3300002I10 gene
1429070_at	1	2.18e-01	-1.40	-5.910682	-1.99e-01	Naif1	nuclear apoptosis inducing factor 1
1438825_at	1	2.18e-01	-1.40	-5.910724	-1.42	Calm3///Calm2///Calm1	calmodulin 3///calmodulin 2///calmodulin 1
1430628_at	1	2.18e-01	1.40	-5.910764	2.49e-01	A230083N12Rik	RIKEN cDNA A230083N12 gene
1459005_at	1	2.18e-01	1.40	-5.910805	2.17e-01		
1446831_at	1	2.18e-01	-1.40	-5.910963	-1.59	D5Ertd521e	DNA segment, Chr 5, ERATO Doi 521, expressed
1432239_at	1	2.18e-01	-1.40	-5.911126	-1.29	1700102J08Rik	RIKEN cDNA 1700102J08 gene
1420047_at	1	2.18e-01	-1.40	-5.91118	-2.06e-01	Maf1	MAF1 homolog, negative regulator of RNA polymerase III
1431774_a_at	1	2.18e-01	-1.40	-5.911212	-1.58e-01	Lyrm1	LYR motif containing 1
1418568_x_at	1	2.18e-01	-1.40	-5.911226	-1.30e-01	Srp14	signal recognition particle 14
1445287_at	1	2.18e-01	1.40	-5.911242	1.04		
1438138_a_at	1	2.18e-01	-1.40	-5.911495	-3.40e-01	Pex6	peroxisomal biogenesis factor 6
1438273_at	1	2.18e-01	-1.40	-5.911517	-1.31	Btbd18	BTB (POZ) domain containing 18
1459066_at	1	2.18e-01	1.40	-5.911572	9.25e-01		
1454534_at	1	2.18e-01	-1.40	-5.911576	-1.15	Ing1	inhibitor of growth family, member 1
1423354_at	1	2.18e-01	-1.40	-5.911741	-3.53e-01	Snap29	synaptosomal-associated protein 29
1453224_at	1	2.18e-01	1.40	-5.911806	5.05e-01	Zfand5	zinc finger, AN1-type domain 5
1453559_a_at	1	2.18e-01	1.40	-5.911849	2.28e-01	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)
1441289_at	1	2.18e-01	-1.40	-5.911933	-1.51		
1423367_at	1	2.18e-01	-1.40	-5.912194	-2.85e-01	Wnt7a	wingless-type MMTV integration site family, member 7A
1439389_s_at	1	2.18e-01	-1.40	-5.912522	-1.91e-01	Myadm	myeloid-associated differentiation marker
1422150_at	1	2.18e-01	1.40	-5.912543	2.20e-01	Hmx3	H6 homeobox 3
1451822_a_at	1	2.18e-01	-1.40	-5.912573	-2.84e-01	Scrn2	secernin 2
1441313_x_at	1	2.18e-01	1.40	-5.912585	1.20	Lhx9	LIM homeobox protein 9
1455545_at	1	2.18e-01	-1.40	-5.912695	-2.84e-01	1110065P20Rik	RIKEN cDNA 1110065P20 gene
1421668_x_at	1	2.18e-01	1.40	-5.912703	1.31	Speer3	spermatogenesis associated glutamate (E)-rich protein 3
1428098_a_at	1	2.18e-01	-1.40	-5.912717	-1.75e-01	Tm7sf3	transmembrane 7 superfamily member 3
1422181_at	1	2.18e-01	1.40	-5.912776	1.95	Cnga2	cyclic nucleotide gated channel alpha 2
1427923_at	1	2.18e-01	1.40	-5.912791	1.40e-01	Zmpste24	zinc metallopeptidase, STE24
1440143_at	1	2.18e-01	-1.40	-5.912854	-2.12e-01	Pigz	phosphatidylinositol glycan anchor biosynthesis, class Z
1440514_at	1	2.18e-01	1.40	-5.912879	1.21	D3Ertd508e	DNA segment, Chr 3, ERATO Doi 508, expressed
1429922_at	1	2.18e-01	1.40	-5.912905	5.94e-01	Gm13629	predicted gene 13629
1430204_at	1	2.18e-01	-1.40	-5.912911	-6.40e-01	5033425G24Rik	RIKEN cDNA 5033425G24 gene
1442888_at	1	2.18e-01	-1.40	-5.912917	-1.09		
1434142_at	1	2.18e-01	1.40	-5.912921	2.00e-01	Ppm1d	protein phosphatase 1D magnesium-dependent, delta isoform
1423337_at	1	2.18e-01	1.40	-5.913047	1.57e-01	Orc4	origin recognition complex, subunit 4
1454016_at	1	2.18e-01	-1.40	-5.913138	-4.95e-01		
1432778_at	1	2.18e-01	-1.40	-5.9132	-1.22	1700048O20Rik	RIKEN cDNA 1700048O20 gene
1449824_at	1	2.18e-01	-1.40	-5.913344	-2.81e-01	Prg4	proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)
1440162_x_at	1	2.18e-01	-1.40	-5.913366	-4.09e-01	Edaradd	EDAR (ectodysplasin-A receptor)-associated death domain
1447734_x_at	1	2.18e-01	-1.40	-5.913512	-2.43e-01	Aldoa	aldolase A, fructose-bisphosphate
1420393_at	1	2.18e-01	1.40	-5.913716	1.12	Nos2	nitric oxide synthase 2, inducible
1428164_at	1	2.18e-01	-1.40	-5.913925	-2.27e-01	Nudt9	nudix (nucleoside diphosphate linked moiety X)-type motif 9
1426613_a_at	1	2.18e-01	-1.40	-5.91393	-1.40e-01	Snrpb2	U2 small nuclear ribonucleoprotein B
1439901_at	1	2.18e-01	-1.40	-5.913955	-2.03e-01		
1443722_at	1	2.18e-01	-1.40	-5.913974	-4.00e-01		
1431564_at	1	2.18e-01	-1.40	-5.913985	-4.52e-01	Bcar3	breast cancer anti-estrogen resistance 3
1434197_at	1	2.18e-01	1.40	-5.914009	4.34e-01	Atrn	attractin
1443380_at	1	2.18e-01	1.40	-5.914206	6.73e-01	Adh5	alcohol dehydrogenase 5 (class III), chi polypeptide
1419494_a_at	1	2.18e-01	-1.40	-5.914377	-4.54e-01	Tpd52	tumor protein D52
1456703_at	1	2.18e-01	1.40	-5.914496	2.49e-01	D5Ertd301e	DNA segment, Chr 5, ERATO Doi 301, expressed
1426819_at	1	2.18e-01	1.40	-5.914566	1.26e-01	Hipk3	homeodomain interacting protein kinase 3
1443433_at	1	2.19e-01	1.40	-5.914905	1.43	Plxnc1	plexin C1
1435932_at	1	2.19e-01	-1.40	-5.914919	-2.82e-01	Hps6	Hermansky-Pudlak syndrome 6
1455980_a_at	1	2.19e-01	1.40	-5.914975	2.16e-01	Gas2l3	growth arrest-specific 2 like 3
1441431_at	1	2.19e-01	-1.40	-5.915124	-6.58e-01	Ccdc30	coiled-coil domain containing 30
